user_id,recommended_user_id,score
U0001,U0855,0.8425096273422241
U0001,U0660,0.79854416847229
U0001,U0502,0.7817684412002563
U0001,U0896,0.7709639072418213
U0001,U0173,0.7632420063018799
U0001,U0822,0.7502866983413696
U0001,U0657,0.7485727667808533
U0001,U0213,0.7432522773742676
U0001,U0543,0.7428628206253052
U0001,U0178,0.7382405400276184
U0129,U0738,0.7744572758674622
U0129,U0502,0.759511411190033
U0129,U0135,0.7189556956291199
U0129,U0409,0.7177729606628418
U0129,U0625,0.6935546398162842
U0129,U0802,0.6905778050422668
U0129,U0855,0.6828721761703491
U0129,U0051,0.6776319146156311
U0129,U0213,0.6772906184196472
U0129,U0020,0.6758608818054199
U0748,U0657,0.7347025871276855
U0748,U0480,0.6813923716545105
U0748,U0245,0.6745973229408264
U0748,U0855,0.6638187766075134
U0748,U0673,0.6584175825119019
U0748,U0517,0.6578049659729004
U0748,U0543,0.6565872430801392
U0748,U0409,0.6531317830085754
U0748,U0738,0.6490616798400879
U0748,U0152,0.6421177983283997
U0673,U0389,0.7581424117088318
U0673,U0592,0.7574942708015442
U0673,U0409,0.7396190762519836
U0673,U0619,0.7364908456802368
U0673,U0219,0.7299699783325195
U0673,U0281,0.718333899974823
U0673,U0502,0.7158949971199036
U0673,U0152,0.7126772403717041
U0673,U0135,0.7084312438964844
U0673,U0213,0.7070660591125488
U0276,U0046,0.7666218876838684
U0276,U0409,0.760777473449707
U0276,U0178,0.755128800868988
U0276,U0135,0.7444482445716858
U0276,U0219,0.7352263927459717
U0276,U0600,0.7273094654083252
U0276,U0855,0.7243444919586182
U0276,U0660,0.7210609912872314
U0276,U0173,0.719222903251648
U0276,U0281,0.7184011340141296
U0409,U0855,0.8334274888038635
U0409,U0219,0.8120731711387634
U0409,U0178,0.7927112579345703
U0409,U0660,0.7903949022293091
U0409,U0543,0.7746651768684387
U0409,U0600,0.7624669075012207
U0409,U0860,0.7622367739677429
U0409,U0276,0.760777473449707
U0409,U0288,0.7488098740577698
U0409,U0502,0.7480049729347229
U0296,U0657,0.6893029808998108
U0296,U0409,0.6770161390304565
U0296,U0877,0.6568909287452698
U0296,U0855,0.6371205449104309
U0296,U0051,0.6331033706665039
U0296,U0802,0.6295253038406372
U0296,U0625,0.6292033791542053
U0296,U0276,0.627334475517273
U0296,U0129,0.6238837242126465
U0296,U0453,0.621966540813446
U0544,U0822,0.7553860545158386
U0544,U0502,0.7234936356544495
U0544,U0657,0.7152573466300964
U0544,U0024,0.684306800365448
U0544,U0856,0.6825101375579834
U0544,U0874,0.6759644150733948
U0544,U0886,0.6643726825714111
U0544,U0842,0.6637755632400513
U0544,U0430,0.6609161496162415
U0544,U0152,0.6578822731971741
U0002,U0249,0.7481282949447632
U0002,U0132,0.7204397916793823
U0002,U0605,0.7189756631851196
U0002,U0801,0.7084710001945496
U0002,U0472,0.7020530700683594
U0002,U0195,0.7016174793243408
U0002,U0457,0.7004411816596985
U0002,U0393,0.6950802206993103
U0002,U0473,0.693523108959198
U0002,U0061,0.6925904154777527
U0085,U0605,0.7722041010856628
U0085,U0825,0.7660207748413086
U0085,U0603,0.7639630436897278
U0085,U0195,0.7625025510787964
U0085,U0699,0.7599115371704102
U0085,U0523,0.745541512966156
U0085,U0298,0.7418602705001831
U0085,U0525,0.7238442301750183
U0085,U0274,0.7211422324180603
U0085,U0457,0.7178924679756165
U0523,U0298,0.8144170641899109
U0523,U0457,0.8001772165298462
U0523,U0811,0.7968361377716064
U0523,U0160,0.7884742021560669
U0523,U0605,0.7804780006408691
U0523,U0145,0.7794860005378723
U0523,U0733,0.7654939889907837
U0523,U0052,0.7606357932090759
U0523,U0241,0.7573582530021667
U0523,U0473,0.7528025507926941
U0181,U0145,0.766801655292511
U0181,U0241,0.7664381861686707
U0181,U0295,0.7511712312698364
U0181,U0249,0.746606707572937
U0181,U0523,0.7442480325698853
U0181,U0699,0.7332621216773987
U0181,U0825,0.731988787651062
U0181,U0690,0.7306711673736572
U0181,U0819,0.7193384766578674
U0181,U0331,0.7168192863464355
U0811,U0690,0.8847095370292664
U0811,U0579,0.798553466796875
U0811,U0523,0.7968361377716064
U0811,U0457,0.7819417715072632
U0811,U0270,0.7792157530784607
U0811,U0482,0.7737968564033508
U0811,U0834,0.771260678768158
U0811,U0819,0.7681534886360168
U0811,U0160,0.7637284398078918
U0811,U0755,0.7629197239875793
U0052,U0523,0.7606357932090759
U0052,U0579,0.756231427192688
U0052,U0298,0.7244398593902588
U0052,U0191,0.7169989943504333
U0052,U0249,0.6959498524665833
U0052,U0181,0.6932849884033203
U0052,U0085,0.6906811594963074
U0052,U0778,0.684229850769043
U0052,U0365,0.6738579869270325
U0052,U0801,0.6722002029418945
U0690,U0811,0.8847095370292664
U0690,U0834,0.8590617179870605
U0690,U0482,0.811201274394989
U0690,U0473,0.7839189767837524
U0690,U0579,0.770429253578186
U0690,U0795,0.7680525183677673
U0690,U0504,0.7668365240097046
U0690,U0457,0.7658839821815491
U0690,U0061,0.7656788229942322
U0690,U0295,0.7595033645629883
U0603,U0085,0.7639630436897278
U0603,U0274,0.7584508657455444
U0603,U0579,0.739395797252655
U0603,U0834,0.7214055061340332
U0603,U0195,0.700061559677124
U0603,U0181,0.6976998448371887
U0603,U0298,0.6872488260269165
U0603,U0475,0.6811707019805908
U0603,U0825,0.6803792715072632
U0603,U0739,0.6776320338249207
U0506,U0289,0.7204089760780334
U0506,U0819,0.7120554447174072
U0506,U0145,0.699321448802948
U0506,U0605,0.6910120248794556
U0506,U0690,0.6818433403968811
U0506,U0846,0.6732965707778931
U0506,U0795,0.6718578934669495
U0506,U0825,0.6694545149803162
U0506,U0381,0.6618428826332092
U0506,U0473,0.6588137745857239
U0734,U0815,0.6919165253639221
U0734,U0563,0.683319628238678
U0734,U0460,0.6815895438194275
U0734,U0107,0.671265721321106
U0734,U0796,0.6569653749465942
U0734,U0866,0.6481014490127563
U0734,U0497,0.6479213237762451
U0734,U0750,0.6401696801185608
U0734,U0792,0.6382206082344055
U0734,U0658,0.638172447681427
U0699,U0457,0.7912302613258362
U0699,U0145,0.7729209661483765
U0699,U0298,0.766996443271637
U0699,U0085,0.7599115371704102
U0699,U0365,0.7589329481124878
U0699,U0801,0.7471650838851929
U0699,U0834,0.7359070777893066
U0699,U0195,0.7349961996078491
U0699,U0825,0.7341001033782959
U0699,U0181,0.7332621216773987
U0579,U0195,0.8384109139442444
U0579,U0811,0.798553466796875
U0579,U0457,0.7927668690681458
U0579,U0473,0.780857264995575
U0579,U0504,0.7797152996063232
U0579,U0482,0.7727088332176208
U0579,U0690,0.770429253578186
U0579,U0834,0.7620450258255005
U0579,U0733,0.7606335878372192
U0579,U0754,0.7571071982383728
U0003,U0801,0.7149298787117004
U0003,U0181,0.7075921893119812
U0003,U0249,0.7041113376617432
