startUserId,endUserId
00011052-b71e-5d93-a12d-b4e8b200fbdf,0856829c-e862-551c-9efb-db52c6c50e03
00011052-b71e-5d93-a12d-b4e8b200fbdf,130fb137-cc6c-51e1-bf3c-7c43531e6b33
00011052-b71e-5d93-a12d-b4e8b200fbdf,1e52bb99-ed32-5e3b-80d8-c9f76b533e67
00011052-b71e-5d93-a12d-b4e8b200fbdf,2e4bff9f-d5b2-57c3-9102-ef58d47da5f7
00011052-b71e-5d93-a12d-b4e8b200fbdf,36337451-d6d1-5fd3-80a7-6d426061c47d
00011052-b71e-5d93-a12d-b4e8b200fbdf,4430eadb-b4b8-563e-819d-b519b1c7aaeb
00011052-b71e-5d93-a12d-b4e8b200fbdf,4db5091f-739a-5404-825e-f49d7fef3d08
00011052-b71e-5d93-a12d-b4e8b200fbdf,4e752b1f-faeb-5739-b74c-af7ff2eeeac4
00011052-b71e-5d93-a12d-b4e8b200fbdf,504c67ab-39c5-50ce-abe4-620ef6332b45
00011052-b71e-5d93-a12d-b4e8b200fbdf,62d8d4ef-cf99-52b2-b9e4-b9e7b4db8e6e
00011052-b71e-5d93-a12d-b4e8b200fbdf,7861dc7e-b9bf-5743-8259-bde1f5be4b8e
00011052-b71e-5d93-a12d-b4e8b200fbdf,7c6d0609-2e5b-592c-88ef-d5f95997d65e
00011052-b71e-5d93-a12d-b4e8b200fbdf,90275ca4-5925-58d7-a6df-41bc2bf03d07
00011052-b71e-5d93-a12d-b4e8b200fbdf,a23e5b4e-98e7-5ec7-a749-10a233f90e2f
00011052-b71e-5d93-a12d-b4e8b200fbdf,ab735aeb-49ea-55e5-8442-4422dfcf5f24
00011052-b71e-5d93-a12d-b4e8b200fbdf,b20588e7-008d-55d1-83b8-2f674cdc1365
00011052-b71e-5d93-a12d-b4e8b200fbdf,b9ac1191-995d-5d97-a630-c4d27d9a5238
00011052-b71e-5d93-a12d-b4e8b200fbdf,c725fa93-9dd4-5fed-95ff-d9f26ed28dfb
00011052-b71e-5d93-a12d-b4e8b200fbdf,cb10c2f1-f77a-5380-b4e1-a0724780baf8
00011052-b71e-5d93-a12d-b4e8b200fbdf,dd530371-2a76-5d8d-8b6f-2eaaf08fe1c9
00011052-b71e-5d93-a12d-b4e8b200fbdf,dd989157-d07d-5c17-94f0-534f62d427bf
00011052-b71e-5d93-a12d-b4e8b200fbdf,e1a7de01-28e5-5d6c-8b31-f673377266a0
00011052-b71e-5d93-a12d-b4e8b200fbdf,e212bf0b-4b2c-59eb-bd4a-32217315280a
00011052-b71e-5d93-a12d-b4e8b200fbdf,eee51519-ec96-5560-a012-d41340310c1e
00011052-b71e-5d93-a12d-b4e8b200fbdf,fa710e8e-00ca-54ab-b00b-4023dad06e7b
00011052-b71e-5d93-a12d-b4e8b200fbdf,fb2c1d77-37c3-5302-ad80-bba47aba7220
00070f68-8cae-590f-aad0-ce7bf65d54e5,06e079da-2cf9-5e47-bd37-e77b1cce9a58
00070f68-8cae-590f-aad0-ce7bf65d54e5,19b974ab-9cbe-5ce1-9314-83093a29c020
00070f68-8cae-590f-aad0-ce7bf65d54e5,201af356-ddad-59f3-a429-fe58576a2840
00070f68-8cae-590f-aad0-ce7bf65d54e5,2191fe85-33d0-5f60-8787-fb17923ffd5b
00070f68-8cae-590f-aad0-ce7bf65d54e5,25134c4d-ca46-5675-ad5f-204a14f223db
00070f68-8cae-590f-aad0-ce7bf65d54e5,271cf205-eed5-549a-b6ef-c5b811e85882
00070f68-8cae-590f-aad0-ce7bf65d54e5,3590e1f7-7609-524a-b254-9278af384e80
00070f68-8cae-590f-aad0-ce7bf65d54e5,4140a5ec-b53f-501e-b865-acdaf9f6ad0a
00070f68-8cae-590f-aad0-ce7bf65d54e5,42c85ba5-44f9-58dd-bd86-8f9ce59a3bcc
00070f68-8cae-590f-aad0-ce7bf65d54e5,43e3be8e-f2ef-5cdc-9bdd-d205928a2388
00070f68-8cae-590f-aad0-ce7bf65d54e5,4c649b5d-e07b-5954-bd90-c705d236c6f9
00070f68-8cae-590f-aad0-ce7bf65d54e5,5f7cfdf8-32b7-5aa5-a655-c9f942de3c62
00070f68-8cae-590f-aad0-ce7bf65d54e5,632348ee-9dfa-5828-b18e-5cd32244e0ec
00070f68-8cae-590f-aad0-ce7bf65d54e5,6526a2b7-9020-5b35-b160-2b2fa2accb9c
00070f68-8cae-590f-aad0-ce7bf65d54e5,66563470-e5f8-55ac-a720-f96e3c9859f8
00070f68-8cae-590f-aad0-ce7bf65d54e5,703d02dc-7bfb-5d36-8a98-c93a95b843e1
00070f68-8cae-590f-aad0-ce7bf65d54e5,7c561bc2-6939-5f21-831a-5e754db5c5e7
00070f68-8cae-590f-aad0-ce7bf65d54e5,7cf1b51d-29b6-5de3-b09f-c1f8ffb29e9f
00070f68-8cae-590f-aad0-ce7bf65d54e5,90b71848-d636-50c7-b17d-4695c3ef3362
00070f68-8cae-590f-aad0-ce7bf65d54e5,95a6b3e1-b25c-59ee-9a60-9452ad8fa931
00070f68-8cae-590f-aad0-ce7bf65d54e5,ae313ae0-cf87-5504-8e91-2a64f1508114
00070f68-8cae-590f-aad0-ce7bf65d54e5,b284d6e6-9e9f-572c-9d4c-4ede733a87dd
00070f68-8cae-590f-aad0-ce7bf65d54e5,c2b09f9d-8102-5d66-a6d1-83e8e157d6e2
00070f68-8cae-590f-aad0-ce7bf65d54e5,c8b75f79-263f-5db3-8b37-9ef05ba50753
00070f68-8cae-590f-aad0-ce7bf65d54e5,ce9e7def-2113-5017-9afd-be8035f5d266
00070f68-8cae-590f-aad0-ce7bf65d54e5,cf2ae787-e626-582b-8503-14eb7f49bc01
00070f68-8cae-590f-aad0-ce7bf65d54e5,d2ecc805-ef4a-5743-8fdd-72f401a08c9d
00070f68-8cae-590f-aad0-ce7bf65d54e5,d6ea1d46-9c0d-50c3-a10a-94d162f16bd9
00070f68-8cae-590f-aad0-ce7bf65d54e5,da78775b-3c2c-599c-8367-8715cdd36fe1
00070f68-8cae-590f-aad0-ce7bf65d54e5,e0e9c257-40e1-545d-ac9d-d25f2b0e53a9
00070f68-8cae-590f-aad0-ce7bf65d54e5,e6e686ff-7a51-53dc-84d8-b0d94e6f1fc0
00070f68-8cae-590f-aad0-ce7bf65d54e5,eff9d211-b591-59f7-ad4e-768b0b2fde7f
00070f68-8cae-590f-aad0-ce7bf65d54e5,f0defead-07c1-5fb0-89a3-8bb572f5bfdd
00070f68-8cae-590f-aad0-ce7bf65d54e5,f26408bb-a69a-53d5-9b0a-ce81370cbfba
001409a7-980b-5ecf-9f54-2a8c2953bf6c,00588d2b-423b-5083-9405-f8de0345638d
001409a7-980b-5ecf-9f54-2a8c2953bf6c,04cd631b-e9ef-5b2f-995f-237ea082c389
001409a7-980b-5ecf-9f54-2a8c2953bf6c,04e4f452-8e47-5cc2-86fe-4cd32be68593
001409a7-980b-5ecf-9f54-2a8c2953bf6c,057959f4-89ea-55f2-9c53-262bd7ff0e7a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,068424c1-342f-5738-95d6-ae3c3f4a11ae
001409a7-980b-5ecf-9f54-2a8c2953bf6c,0713cd7c-6687-5214-ba17-2a4c3eed09e0
001409a7-980b-5ecf-9f54-2a8c2953bf6c,0fcb2414-18e2-5dca-b1a0-d66c6fa8fc96
001409a7-980b-5ecf-9f54-2a8c2953bf6c,10e52331-7faa-579b-93ad-45b5053897a8
001409a7-980b-5ecf-9f54-2a8c2953bf6c,126cdf1f-a896-598f-a16c-7edcc3b93785
001409a7-980b-5ecf-9f54-2a8c2953bf6c,132f9b4b-162c-58ee-8f7d-bf259c1f1c73
001409a7-980b-5ecf-9f54-2a8c2953bf6c,138b6fb0-541f-5376-beda-762cd4c988e8
001409a7-980b-5ecf-9f54-2a8c2953bf6c,13cd69ef-f9ab-5614-b0f5-af2e8b2e6720
001409a7-980b-5ecf-9f54-2a8c2953bf6c,149b7e3b-00ca-5bbe-b0c7-1fc7af31a892
001409a7-980b-5ecf-9f54-2a8c2953bf6c,16578e56-08a1-5732-b9af-72efa86ef764
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1665e352-1a89-55ee-af92-b304eddad78d
001409a7-980b-5ecf-9f54-2a8c2953bf6c,16e04323-f9d6-5971-b4c2-5ff4e8d1c733
001409a7-980b-5ecf-9f54-2a8c2953bf6c,185730cc-2d00-5ea8-b495-da032c9826c7
001409a7-980b-5ecf-9f54-2a8c2953bf6c,198afdf2-ba0a-5f3c-87a3-ddb70e123529
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1a05afcc-493b-513b-9136-644cc350182a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1bf12746-f0d1-5261-be03-bc6fe7db6f9f
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1c190713-17cf-5af0-b0fc-a3e5bea26884
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1d59e033-35b9-58f6-9661-ae578a2c3953
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1d7970c5-578d-5241-a66c-288e937c3690
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1de32c07-3272-54b6-9002-b73ab5ebb3c8
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1e82d22a-5113-5809-8c29-0e67b8018989
001409a7-980b-5ecf-9f54-2a8c2953bf6c,1f4f1a11-070d-5dee-b069-5f405db7cceb
001409a7-980b-5ecf-9f54-2a8c2953bf6c,211846f8-22f7-53a6-85d0-19071533a11c
001409a7-980b-5ecf-9f54-2a8c2953bf6c,240f0828-1bad-5006-986c-dd3514a18bf4
001409a7-980b-5ecf-9f54-2a8c2953bf6c,26357335-e416-5cea-8f3c-202b0ff620ce
001409a7-980b-5ecf-9f54-2a8c2953bf6c,29fd6870-a800-57ce-af97-06802f47810d
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2a4c31a8-1747-53d1-a776-5cf0705e815f
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2aafa06c-fc11-5e3b-95f6-dfb5365a7c8a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2b1d1216-715b-55df-bae5-741a1c9e7bd2
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2b7fffee-3157-5396-a879-e650776aff46
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2ca61310-89b8-500c-9743-d625e15c786e
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2d75864e-00ec-5268-b153-25afe5bb88ff
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2e5f8ce0-48c9-56de-a9c0-2f6b0a3f5f88
001409a7-980b-5ecf-9f54-2a8c2953bf6c,2fa590f0-f561-5068-9164-a324b9752bfe
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3446f77d-c924-50d8-9321-58ec964f35b2
001409a7-980b-5ecf-9f54-2a8c2953bf6c,35367c8e-43af-5e89-b7df-62f3592c879b
001409a7-980b-5ecf-9f54-2a8c2953bf6c,36511a7d-8c57-5250-b8ee-f633683160ea
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3917d196-7782-59bb-aa19-b23416410200
001409a7-980b-5ecf-9f54-2a8c2953bf6c,39332f81-314f-50d0-b947-7cbedafc846a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3a0debf3-2308-5bd6-87a9-87c6840059ae
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3a499313-b86d-5924-8e76-12643ff6f691
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3f4c8512-1897-5881-891f-fa3339621726
001409a7-980b-5ecf-9f54-2a8c2953bf6c,3f8b1f00-1070-5f77-8dcf-ddce84663913
001409a7-980b-5ecf-9f54-2a8c2953bf6c,42308bf6-580d-5f2c-bd8b-4f0de8044d20
001409a7-980b-5ecf-9f54-2a8c2953bf6c,428c6d57-6c9e-5c6a-be89-266b945a8359
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4318d9d0-d866-59c2-ab10-395bb1e1614f
001409a7-980b-5ecf-9f54-2a8c2953bf6c,44d5ce78-03c9-5195-b62a-99a7822b71c4
001409a7-980b-5ecf-9f54-2a8c2953bf6c,45ac0d4d-5dae-595d-9b4b-4fa5159bf00e
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4a9ca53f-09c8-5deb-aa76-f9da7b33b50c
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4b52f112-67cf-5e7b-824f-22dabcab7ea8
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4bec2c77-bf12-5ef4-aba2-9f3cce337640
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4c2559d6-bbdf-508a-a23a-c8ea2f8020dc
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4d2227e5-243a-5aab-865d-ec8dcfd62edf
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4dc343eb-d116-5e4f-8fdf-53f8424280a6
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4e712b5b-8c61-53c3-a9cb-afd430a2ffce
001409a7-980b-5ecf-9f54-2a8c2953bf6c,4eb3a46e-d3cb-5d1c-adc8-f41c68dbd54a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,50159ee0-1a5b-5686-8750-8f84443dd6dd
001409a7-980b-5ecf-9f54-2a8c2953bf6c,50a79d16-be5a-5ab6-9ce1-af54635503ad
001409a7-980b-5ecf-9f54-2a8c2953bf6c,51b85937-4df8-55b8-a7a0-3bde51d688e2
001409a7-980b-5ecf-9f54-2a8c2953bf6c,538486d1-fda4-550e-aeb3-e908f1bb31ab
001409a7-980b-5ecf-9f54-2a8c2953bf6c,5524d3d1-cdc1-5d47-8068-fca70052023f
001409a7-980b-5ecf-9f54-2a8c2953bf6c,55573da9-6c7a-5e82-b480-d70c5ee9b0a5
001409a7-980b-5ecf-9f54-2a8c2953bf6c,56bb1e9a-6503-5ab7-8dd9-b23e59574c22
001409a7-980b-5ecf-9f54-2a8c2953bf6c,573d7496-3f13-5524-8bae-2b9d6e67edc7
001409a7-980b-5ecf-9f54-2a8c2953bf6c,59e8e806-f7ea-5464-a373-2c6d82597b3b
001409a7-980b-5ecf-9f54-2a8c2953bf6c,5a37de92-2642-526d-ad41-4c70d318b1ec
001409a7-980b-5ecf-9f54-2a8c2953bf6c,5fd24ac2-29b1-5580-99bb-44398fe23445
001409a7-980b-5ecf-9f54-2a8c2953bf6c,5fec6077-b4ff-53d0-991e-8cb680005c4e
001409a7-980b-5ecf-9f54-2a8c2953bf6c,614d4379-4060-50bf-8e24-5fb24d9d68cc
001409a7-980b-5ecf-9f54-2a8c2953bf6c,61598156-713e-5a0c-b046-87973b3d43a1
001409a7-980b-5ecf-9f54-2a8c2953bf6c,633502c1-e721-5336-b93c-5184728593ba
001409a7-980b-5ecf-9f54-2a8c2953bf6c,64d2d591-ad3f-5146-9e26-7ebc5772aec8
001409a7-980b-5ecf-9f54-2a8c2953bf6c,67291207-2880-5d26-b0ac-19bdc59eced0
001409a7-980b-5ecf-9f54-2a8c2953bf6c,6ca243f8-8114-5be8-9446-bc79676751a7
001409a7-980b-5ecf-9f54-2a8c2953bf6c,6cfad4da-3722-5ad0-a9e8-6fb96f613c42
001409a7-980b-5ecf-9f54-2a8c2953bf6c,6d9c867f-068c-5036-a9de-63e5e90c6359
001409a7-980b-5ecf-9f54-2a8c2953bf6c,6e242475-b9f2-5a16-8a87-0b7bed9c1eeb
001409a7-980b-5ecf-9f54-2a8c2953bf6c,717bc0d1-121c-592a-b822-b4e1e19bca8c
001409a7-980b-5ecf-9f54-2a8c2953bf6c,72477a64-0faa-534c-9af2-0816706300f3
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7267d0d1-c1ff-5ba9-a019-273c576a7bf5
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7350ceda-73c2-5a85-8ec6-aa2c2573eec9
001409a7-980b-5ecf-9f54-2a8c2953bf6c,744a07bc-393c-54c2-a6d9-49b8dc4209f1
001409a7-980b-5ecf-9f54-2a8c2953bf6c,74c90d38-93b6-5b21-82a3-4243344c0d1c
001409a7-980b-5ecf-9f54-2a8c2953bf6c,74e4dfeb-820a-5932-b3cf-af74efc31889
001409a7-980b-5ecf-9f54-2a8c2953bf6c,762d4ad0-841a-5b16-bfc0-e2a640b67c14
001409a7-980b-5ecf-9f54-2a8c2953bf6c,76784ee8-242c-56d0-9d72-d92aa00bea20
001409a7-980b-5ecf-9f54-2a8c2953bf6c,794d116d-5db9-52a8-a550-f2cbab146a2e
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7d484459-27a4-5a99-b233-496f830717d5
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7d8a4e23-6771-5483-a2bc-6d268ebbe131
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7e203236-c571-5d2d-8c17-fc564b4c7f95
001409a7-980b-5ecf-9f54-2a8c2953bf6c,7eb6aa58-6a11-56f6-ab53-04d0e33868fd
001409a7-980b-5ecf-9f54-2a8c2953bf6c,806776cb-308d-522c-a197-7aecd4fae6b6
001409a7-980b-5ecf-9f54-2a8c2953bf6c,816ae13d-8040-545f-9a46-1ac4424976cb
001409a7-980b-5ecf-9f54-2a8c2953bf6c,823439d4-4ffd-52d1-b01a-f60ddacf132a
001409a7-980b-5ecf-9f54-2a8c2953bf6c,829cd1bc-dfc1-54ff-8d8d-6e23931ec03d
001409a7-980b-5ecf-9f54-2a8c2953bf6c,83b717ad-535a-5104-af73-7a3d996f75b4
001409a7-980b-5ecf-9f54-2a8c2953bf6c,83f71971-6e48-5a8f-81fb-2f596772d409
001409a7-980b-5ecf-9f54-2a8c2953bf6c,8571f99f-d841-534e-9ae1-e4dffa199579
